lenght,ngram_count,entropy,type
12.0,30.276051123352538,3.084962500721156,legit
19.0,1.255272505103306,3.6818808028034042,dga
15.0,4.781611782493151,3.640223928941851,dga
8.0,12.4324600755842,2.75,legit
24.0,2.1583624920952498,4.251629167387823,dga
11.0,32.96222526558008,3.0957952550009344,legit
25.0,2.992995098431342,4.023465189601646,dga
10.0,4.78161178249315,3.121928094887362,dga
27.0,0.0,4.088220835496803,dga
8.0,9.682306556945548,2.75,legit
8.0,14.285915679975432,2.75,legit
11.0,20.54161533381063,2.9139770731827523,legit
8.0,6.783963004978066,2.75,legit
7.0,2.2833012287035497,1.950212064914747,legit
25.0,7.451857635567275,4.213660689688185,dga
34.0,3.7466341989375787,3.679395106517186,dga
26.0,3.5701925610957264,4.286790198827112,dga
8.0,7.129638340833355,2.75,legit
26.0,0.0,4.103909910282363,dga
13.0,4.534939449151762,3.180832987205441,dga
19.0,36.55982782859205,3.616348566075166,legit
24.0,1.6434526764861874,4.220175521464345,dga
26.0,0.0,4.132944044980959,dga
7.0,13.674213534913616,2.5216406363433186,legit
7.0,10.853814607535638,2.5216406363433186,legit
7.0,11.843353694767933,2.5216406363433186,legit
24.0,1.2041199826559248,3.8868421881310122,dga
8.0,8.775756037844099,2.75,legit
11.0,27.1966320840448,3.095795255000934,legit
27.0,2.8920946026904804,3.8063822994065513,dga
26.0,0.7781512503836436,4.056020968057881,dga
11.0,10.680274290804247,3.277613436819116,legit
27.0,1.2041199826559248,4.208410187268527,dga
26.0,2.6812412373755876,4.132944044980959,dga
15.0,12.459826130943851,3.189898095464287,dga
11.0,26.534713512929265,2.7321588913645702,legit
7.0,13.56900114875298,2.8073549220576046,legit
7.0,14.9065492782583,2.8073549220576046,legit
28.0,0.0,3.6769447629717744,dga
25.0,2.7737864449811935,4.023465189601645,dga
27.0,1.6434526764861874,3.9545304475546996,dga
27.0,2.681241237375587,3.8561962982193805,dga
10.0,10.920356446442042,3.121928094887362,legit
24.0,5.133794300604513,4.053508854797679,dga
14.0,40.579214206696065,3.3787834934861767,legit
13.0,9.36517326196936,3.3927474104487847,dga
26.0,2.9876662649262746,4.392747410448784,dga
26.0,1.3424226808222062,4.161978179679553,dga
12.0,12.331148591566809,3.2516291673878226,legit
26.0,0.9542425094393249,3.9312089489103226,dga
27.0,0.47712125471966244,4.028604521628774,dga
9.0,21.20275742497128,2.6416041678685933,legit
25.0,4.990871404801486,4.023465189601646,dga
26.0,0.3010299956639812,4.132944044980958,dga
25.0,0.0,4.133660689688186,dga
24.0,6.36139537910996,4.001629167387823,dga
26.0,0.47712125471966244,4.085055102756477,dga
8.0,8.2030511727132,3.0,legit
12.0,32.809803257981635,3.084962500721156,legit
34.0,0.0,3.7382186359289507,dga
26.0,0.7781512503836436,4.056020968057881,dga
24.0,0.3010299956639812,4.084962500721157,dga
26.0,5.204987704187152,4.161978179679554,dga
12.0,27.054284463163885,3.2516291673878226,legit
27.0,4.990138980051281,3.9861879650463043,dga
25.0,5.447114599722412,4.133660689688185,dga
27.0,0.47712125471966244,4.014146761422729,dga
10.0,4.480581786829169,2.721928094887362,dga
24.0,3.7481880270062007,4.022055208874201,dga
10.0,24.26570092153647,3.121928094887362,legit
9.0,13.772236700861132,2.94770277922009,legit
13.0,26.89597436336458,3.5465935642949384,legit
28.0,4.200741090235125,4.137537511266052,dga
25.0,3.5475285764597824,3.833269689515107,dga
8.0,3.0382226383687185,2.75,legit
14.0,48.139121378983674,2.950212064914748,legit
27.0,0.0,4.032303242743954,dga
24.0,4.061452479087193,3.7678941476196233,dga
10.0,21.640699068207997,3.121928094887362,legit
11.0,16.145981921264962,3.0957952550009344,legit
25.0,0.0,3.8292750707107124,dga
34.0,0.0,3.7123190911867088,dga
25.0,3.8211203237768236,4.0536606896881855,dga
26.0,0.9542425094393249,3.950063756436209,dga
25.0,1.2041199826559248,3.8594705707972508,dga
8.0,14.895034899342049,2.75,legit
8.0,2.5563025007672873,2.75,dga
10.0,0.7781512503836436,2.6464393446710157,dga
26.0,1.9542425094393248,4.161978179679553,dga
34.0,0.0,3.5395454741006134,dga
25.0,0.6020599913279624,4.053660689688185,dga
11.0,28.2460483629264,3.2776134368191165,legit
26.0,0.6989700043360189,4.23890125660263,dga
13.0,36.01942385761503,3.238901256602631,legit
26.0,2.204119982655925,3.9790978911348045,dga
8.0,11.650744223567413,2.5,legit
11.0,34.43081909533432,3.0271691184406193,legit
27.0,0.0,3.8100810205217313,dga
27.0,0.47712125471966244,3.838039816898156,dga
28.0,1.9030899869919438,4.208966082694623,dga
34.0,0.3010299956639812,3.6457113704075788,dga
34.0,0.0,3.5839506212867,dga
8.0,15.600074134199335,3.0,legit
27.0,0.0,4.134336113194452,dga
21.0,50.0019452331014,3.427333493898265,legit
7.0,6.60552052343747,2.5216406363433186,legit
25.0,1.9637878273455553,4.163856189774723,dga
8.0,13.858722794822208,2.1556390622295662,legit
9.0,5.601155718035019,2.725480556997868,legit
27.0,2.5289167002776547,3.9861879650463043,dga
27.0,2.740362689494244,4.134336113194452,dga
26.0,1.3424226808222062,4.286790198827112,dga
27.0,0.0,3.8380398168981564,dga
7.0,8.061886556566513,2.5216406363433186,legit
12.0,33.961519418740146,3.2516291673878226,legit
18.0,57.90673734442257,3.5724312513221195,legit
27.0,1.2787536009528289,4.060262039120379,dga
26.0,0.0,4.23890125660263,dga
26.0,1.3802112417116061,4.026986833359286,dga
24.0,2.5514499979728753,4.022055208874201,dga
25.0,0.0,3.7532696895151076,dga
25.0,0.7781512503836436,4.293660689688184,dga
26.0,2.5051499783199063,4.0081320258334,dga
26.0,0.47712125471966244,4.0081320258334,dga
25.0,1.7781512503836436,4.053660689688185,dga
28.0,2.1522883443830563,3.994680368408909,dga
27.0,1.806179973983887,4.134336113194452,dga
25.0,4.567026366159061,4.293660689688185,dga
27.0,1.6434526764861874,3.838039816898156,dga
27.0,2.1931245983544616,4.162294909570877,dga
19.0,45.18064775078247,3.7216117239699025,legit
26.0,0.9542425094393249,3.748328660365574,dga
26.0,0.9030899869919435,4.056020968057882,dga
26.0,3.2638726768652235,3.7154535460473688,dga
26.0,0.0,3.9500637564362093,dga
25.0,3.732393759822969,4.133660689688185,dga
15.0,5.785215906761975,3.189898095464287,dga
11.0,16.522976902735337,3.095795255000934,legit
11.0,17.607845899329444,3.095795255000934,legit
13.0,28.043011135016446,3.180832987205441,legit
34.0,1.7403626894942437,3.6571925329241433,dga
9.0,12.235636220786487,2.6416041678685933,legit
25.0,6.859342962145543,4.083856189774724,dga
9.0,10.231684034095881,2.4193819456463714,legit
11.0,23.90254968796456,2.481714572986073,legit
26.0,0.6020599913279624,4.23890125660263,dga
11.0,12.635250948914363,3.2776134368191165,legit
9.0,25.450311602129254,2.94770277922009,legit
26.0,4.694394580848983,4.315824333525708,dga
9.0,11.00637785654106,2.94770277922009,legit
26.0,2.9365137424788936,4.056020968057882,dga
24.0,1.9444826721501687,4.136842188131013,dga
9.0,16.090260461854474,1.836591668108979,legit
9.0,16.53061168682646,3.169925001442312,legit
9.0,11.608577666213378,2.725480556997868,legit
26.0,3.7604224834232123,3.8731406795131327,dga
25.0,0.47712125471966244,3.973660689688185,dga
7.0,6.036129648862875,2.5216406363433186,legit
12.0,21.685162985477746,2.751629167387823,legit
27.0,1.5563025007672873,4.032303242743954,dga
27.0,1.954242509439325,3.8100810205217317,dga
7.0,12.115996402937249,2.5216406363433186,legit
25.0,1.9444826721501687,3.783465189601646,dga
10.0,28.218187760379525,2.9219280948873623,legit
7.0,4.547528576459782,2.5216406363433186,legit
34.0,0.9030899869919435,3.604922489586613,dga
7.0,5.279666944048456,2.2359263506290326,legit
8.0,0.6020599913279624,2.75,legit
25.0,2.2833012287035497,4.163856189774724,dga
26.0,4.3222192947339195,3.979097891134804,dga
25.0,0.0,4.293660689688185,dga
13.0,5.659147665012706,3.3927474104487847,dga
9.0,24.47998873255813,3.169925001442312,legit
24.0,1.0791812460476249,3.8553885422075345,dga
8.0,12.045188016090338,2.75,legit
27.0,0.3010299956639812,3.884155094595806,dga
27.0,2.3502480183341627,3.763965742824082,dga
10.0,22.591817252831078,2.6464393446710153,legit
9.0,12.450218704423728,2.94770277922009,legit
26.0,2.0211892990699383,4.056020968057881,dga
19.0,52.88069003850344,3.2866294867861967,legit
7.0,7.073022922684473,2.8073549220576046,legit
25.0,2.4771212547196626,4.163856189774723,dga
8.0,14.217585377938924,2.75,legit
10.0,21.619886994724002,3.121928094887362,legit
24.0,5.286761760813056,4.334962500721156,dga
24.0,1.8808135922807914,4.251629167387823,dga
9.0,4.689841409137505,2.197159723424149,dga
27.0,0.0,3.8524975771042005,dga
27.0,0.0,4.208410187268527,dga
24.0,1.2304489213782739,4.053508854797679,dga
25.0,1.4771212547196624,3.893660689688184,dga
7.0,9.97639198475904,2.8073549220576046,legit
26.0,2.5465426634781307,4.209867121904035,dga
8.0,15.331705528249149,2.4056390622295662,legit
25.0,0.0,4.083856189774723,dga
25.0,1.7558748556724912,3.9736606896881845,dga
25.0,4.273001272063738,4.243856189774723,dga
28.0,3.778151250383644,4.035582047970575,dga
7.0,9.424721400085012,2.8073549220576046,legit
26.0,1.7160033436347992,4.056020968057882,dga
10.0,20.64564208752654,3.1219280948873624,legit
26.0,0.6020599913279624,4.008132025833399,dga
13.0,0.6020599913279624,3.238901256602631,dga
15.0,32.117883745008115,3.640223928941852,legit
12.0,16.644287350917082,3.418295834054489,legit
9.0,14.096553745443224,2.725480556997868,legit
24.0,56.284166869864634,3.267894147619623,legit
8.0,19.756169445415143,3.0,legit
25.0,1.4471580313422192,3.943465189601646,dga
26.0,2.6434526764861874,3.902174814211728,dga
26.0,0.0,3.9790978911348045,dga
11.0,14.947633307518378,3.0957952550009344,legit
9.0,3.141763230275788,3.169925001442312,dga
10.0,1.792391689498254,3.321928094887362,dga
25.0,0.7781512503836436,3.943465189601646,dga
26.0,1.2041199826559248,4.085055102756477,dga
28.0,0.6989700043360189,4.021640636343319,dga
9.0,13.747342211738184,2.725480556997868,legit
26.0,0.0,4.209867121904035,dga
26.0,0.3010299956639812,4.161978179679553,dga
15.0,25.38265841819744,3.3232314287976203,legit
26.0,1.0,4.056020968057881,dga
15.0,4.714664992862537,3.640223928941851,dga
26.0,1.255272505103306,4.026986833359286,dga
24.0,2.1072099696478683,3.605388542207534,dga
27.0,0.0,4.004344446367528,dga
28.0,0.0,3.9946803684089085,dga
12.0,20.499403613954314,3.0220552088742,legit
27.0,0.47712125471966244,4.088220835496803,dga
16.0,0.0,3.75,dga
15.0,26.86898375635856,3.4565647621309536,legit
8.0,6.878521795501206,3.0,legit
26.0,0.0,3.9210296217376146,dga
11.0,15.978929820784762,2.9139770731827523,legit
26.0,1.5440680443502757,4.056020968057881,dga
34.0,1.9030899869919435,3.892486650571202,dga
9.0,16.027635645896492,2.94770277922009,legit
13.0,36.01942385761503,3.238901256602631,legit
8.0,9.314947984540973,2.5,legit
26.0,3.670245853074124,4.286790198827112,dga
9.0,7.405451548144355,2.94770277922009,legit
26.0,0.3010299956639812,3.8441065448145375,dga
26.0,0.0,3.8542858719872455,dga
25.0,3.8061799739838875,3.9434651896016457,dga
26.0,0.9030899869919435,4.056020968057881,dga
27.0,2.5563025007672877,3.7360069464476564,dga
8.0,10.739936440974459,3.0,legit
12.0,0.3010299956639812,3.4182958340544896,dga
27.0,3.459392487759231,4.060262039120379,dga
14.0,0.0,3.3787834934861767,dga
10.0,0.9030899869919435,3.121928094887362,dga
12.0,2.3344537511509307,3.2516291673878226,dga
20.0,50.326213282056614,3.446439344671015,legit
10.0,7.655977618223199,3.121928094887362,legit
16.0,28.50760652418506,3.1556390622295662,legit
25.0,0.0,3.8634651896016465,dga
8.0,12.359775000820376,2.75,legit
27.0,1.7781512503836439,3.704349428956052,dga
25.0,6.823070264861093,4.373660689688184,dga
10.0,16.490644490101367,3.121928094887362,legit
7.0,2.3654879848909,2.5216406363433186,legit
25.0,1.6020599913279625,4.023465189601646,dga
13.0,1.0791812460476249,3.5465935642949384,dga
26.0,0.0,3.8731406795131327,dga
9.0,15.785282664649912,2.94770277922009,legit
15.0,26.913142693285355,3.3735572622751855,legit
27.0,0.9030899869919435,4.014146761422729,dga
26.0,1.0,4.056020968057881,dga
9.0,0.7781512503836436,2.4193819456463714,dga
25.0,7.13636030205399,4.103465189601645,dga
14.0,24.93797278737185,3.09306920777189,legit
25.0,1.6989700043360187,4.133660689688185,dga
25.0,2.079181246047625,3.8634651896016465,dga
9.0,16.443533764202876,2.6416041678685933,legit
10.0,22.461550176118063,2.7219280948873625,legit
8.0,6.3900868754237665,2.75,legit
27.0,1.255272505103306,4.134336113194452,dga
9.0,10.528358042967128,2.5032583347756456,legit
26.0,2.1172712956557644,4.085055102756476,dga
7.0,10.729803667139471,2.8073549220576046,legit
16.0,29.008882382495944,3.375,legit
26.0,3.2166935991697545,4.085055102756477,dga
13.0,0.9542425094393249,3.3927474104487847,dga
27.0,5.688145631571982,4.208410187268527,dga
9.0,11.886159199191736,2.94770277922009,legit
14.0,41.315228238863355,3.3787834934861767,legit
26.0,0.0,4.209867121904035,dga
7.0,5.873808690712133,2.5216406363433186,legit
7.0,12.753949425697977,2.8073549220576046,legit
25.0,0.0,3.833269689515107,dga
7.0,11.49924678130228,2.2359263506290326,legit
34.0,0.0,3.8366003408685514,dga
9.0,3.4593924877592306,2.725480556997868,dga
9.0,18.101757839766872,2.6416041678685933,legit
10.0,0.9030899869919435,3.121928094887362,dga
26.0,0.9542425094393249,4.209867121904035,dga
9.0,11.138046207195725,2.2810361125534233,legit
24.0,3.9876662649262746,4.053508854797679,dga
27.0,0.0,4.208410187268527,dga
24.0,0.0,4.220175521464346,dga
23.0,7.490421030706636,4.2626923908396215,dga
27.0,6.304490527773488,4.032303242743954,dga
15.0,25.697332295030915,3.189898095464287,legit
28.0,1.7242758696007892,3.8962915290459277,dga
25.0,0.0,4.023465189601646,dga
10.0,3.074816440645175,2.8464393446710154,dga
34.0,0.0,3.5646852674027714,dga
25.0,1.6020599913279625,4.243856189774723,dga
12.0,21.971887991786517,3.2516291673878226,legit
28.0,4.353570041598003,3.8927249051134325,dga
27.0,1.6020599913279625,4.032303242743954,dga
27.0,1.380211241711606,3.930270372293455,dga
11.0,22.125941980944187,2.7321588913645702,legit
7.0,8.688562190298333,2.5216406363433186,legit
11.0,17.794602616989664,2.9139770731827523,legit
11.0,26.517311727753757,2.413088436425758,legit
34.0,1.0791812460476249,3.5366082543914996,dga
7.0,3.827369273053826,1.8423709931771086,legit
27.0,0.0,4.1804513908921015,dga
26.0,4.359456020120986,4.209867121904035,dga
27.0,3.1997551772534747,4.180451390892102,dga
26.0,0.6020599913279624,3.8731406795131327,dga
10.0,16.060020739532405,2.721928094887362,legit
24.0,0.9030899869919435,4.16829583405449,dga
8.0,6.9886302930288915,2.5,legit
27.0,1.0,4.088220835496804,dga
11.0,18.137587722109256,3.0957952550009344,legit
27.0,1.8864907251724818,3.7360069464476573,dga
14.0,42.05593261658318,2.950212064914748,legit
9.0,18.394975321662155,2.725480556997868,legit
9.0,19.133914580044195,2.725480556997868,legit
26.0,0.0,3.9790978911348045,dga
25.0,2.459392487759231,4.103465189601645,dga
28.0,4.455149521179828,4.021640636343319,dga
9.0,18.92643993022196,2.725480556997868,legit
8.0,4.320229396719269,2.75,dga
25.0,0.6020599913279624,3.7190795706241735,dga
26.0,1.4471580313422192,4.132944044980959,dga
12.0,5.5113164038053375,3.2516291673878226,dga
25.0,5.212863831029167,3.6536606896881856,dga
8.0,12.67722148790654,2.4056390622295662,legit
16.0,0.0,3.202819531114783,dga
34.0,1.591064607026499,3.447038208579241,dga
26.0,3.311329952303793,3.9210296217376146,dga
25.0,2.7323937598229686,3.8332696895151077,dga
9.0,15.255212036765805,2.94770277922009,legit
14.0,3.6354837468149124,3.52164063634332,dga
9.0,14.130256656103807,2.94770277922009,legit
26.0,0.0,4.026986833359286,dga
27.0,0.0,4.032303242743954,dga
11.0,22.732018477077506,3.0957952550009344,legit
9.0,24.039649678812925,2.94770277922009,legit
9.0,14.001702459834208,2.725480556997868,legit
13.0,29.273541266548747,3.3927474104487847,legit
19.0,42.777635716786,3.511085408180429,legit
13.0,2.1205739312058496,3.5465935642949384,dga
7.0,5.0465731976620045,2.8073549220576046,legit
26.0,3.6020599913279625,4.238901256602631,dga
25.0,7.205715252849185,4.243856189774723,dga
24.0,5.977906427637118,3.772055208874201,dga
7.0,7.146028757021524,2.5216406363433186,legit
14.0,23.44955706953616,3.2359263506290334,legit
12.0,25.479598235969746,3.2516291673878226,legit
26.0,1.4471580313422192,4.23890125660263,dga
9.0,24.47524914593283,2.94770277922009,legit
9.0,30.98824212336944,2.725480556997868,legit
12.0,20.75832397541767,2.9182958340544896,legit
14.0,32.03140962981439,3.2359263506290334,legit
11.0,26.75249883991158,2.7321588913645702,legit
26.0,0.0,4.286790198827112,dga
24.0,6.084361758551406,4.136842188131012,dga
8.0,23.656943064687947,2.4056390622295662,legit
11.0,0.6020599913279624,2.845350936622437,dga
13.0,27.779839649499156,3.180832987205441,legit
26.0,5.5929313961294485,4.286790198827113,dga
25.0,2.7323937598229686,4.213660689688184,dga
13.0,21.804068387947538,3.0269868333592873,legit
26.0,1.255272505103306,4.132944044980958,dga
15.0,47.228207025073765,3.373557262275185,legit
12.0,2.5976951859255126,3.2516291673878226,dga
8.0,8.106305696354925,3.0,legit
25.0,1.1139433523068367,4.163856189774723,dga
25.0,1.0791812460476249,3.8634651896016465,dga
10.0,23.098625588993404,3.121928094887362,legit
26.0,1.380211241711606,3.5035391228040247,dga
26.0,9.130792141489529,4.286790198827112,dga
25.0,0.47712125471966244,4.133660689688185,dga
16.0,29.83561868947884,3.2806390622295662,legit
26.0,2.48572142648158,4.085055102756477,dga
10.0,15.588314910868146,2.9219280948873623,legit
27.0,2.2833012287035492,4.236368983644952,dga
9.0,12.466923849578425,3.169925001442312,legit
25.0,6.529661300653685,3.733660689688185,dga
7.0,15.96770258052155,2.8073549220576046,legit
13.0,7.513852324998636,2.9689185639620974,dga
27.0,5.964542466079138,4.1804513908921015,dga
34.0,0.0,3.7970421653407156,dga
14.0,0.7781512503836436,3.2359263506290334,dga
34.0,0.0,3.558810827984543,dga
27.0,3.9365137424788936,3.958229168669879,dga
7.0,6.922628729789162,2.8073549220576046,legit
15.0,31.824352697964873,3.106890595608519,legit
8.0,9.919453997272866,1.5,legit
23.0,4.7298934039632385,4.055958151615124,dga
25.0,1.0791812460476249,4.213660689688185,dga
15.0,20.81008585647923,3.32323142879762,legit
27.0,1.806179973983887,4.134336113194452,dga
8.0,11.228839295394097,2.75,legit
7.0,7.135143341570913,2.5216406363433186,legit
12.0,26.716585041524883,3.0849625007211556,legit
8.0,11.533572813574125,3.0,legit
10.0,18.15196226834173,3.121928094887362,legit
28.0,2.1760912590556813,4.107010619399147,dga
7.0,0.0,2.5216406363433186,dga
17.0,32.66635670261969,3.292770193936991,legit
8.0,6.171726453653231,2.75,dga
8.0,13.573299288304352,2.5,legit
9.0,11.114301979436016,2.9477027792200903,legit
10.0,21.318426924444843,2.6464393446710153,legit
9.0,9.304324223191507,2.94770277922009,legit
7.0,1.9822712330395684,2.5216406363433186,legit
25.0,0.0,3.893660689688185,dga
25.0,0.7781512503836436,4.323856189774724,dga
34.0,4.508610510429412,3.7267374734123866,dga
9.0,14.604163624275621,2.94770277922009,legit
34.0,0.0,3.6823323262263004,dga
25.0,2.4771212547196626,3.8634651896016465,dga
8.0,10.502962642856785,2.75,legit
14.0,31.309832095015647,3.3787834934861767,legit
27.0,1.8920946026904804,4.032303242743953,dga
27.0,2.1760912590556813,4.088220835496803,dga
26.0,0.3010299956639812,4.286790198827112,dga
27.0,5.082641778157132,3.976385649991104,dga
15.0,31.66195178935839,3.5068905956085192,legit
7.0,0.9030899869919435,2.5216406363433186,legit
7.0,12.651664076528641,2.5216406363433186,legit
7.0,8.288252088059654,2.5216406363433186,legit
8.0,0.0,2.75,dga
28.0,7.597440785948466,4.080050351464736,dga
34.0,0.3010299956639812,3.609090414588857,dga
26.0,6.019239288498548,3.979097891134805,dga
27.0,3.4490153163477864,3.9861879650463043,dga
27.0,2.8609366207000937,3.9121138909722304,dga
27.0,4.351487090449711,4.060262039120379,dga
12.0,0.0,3.0220552088742,dga
8.0,12.806977953144113,2.25,legit
7.0,0.0,2.8073549220576046,dga
9.0,20.48269054109006,2.725480556997868,legit
7.0,6.7530864385049965,2.5216406363433186,legit
25.0,1.2041199826559248,4.133660689688185,dga
